tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,day
238,254,18,28,1
496,534,8,15,17
1385,1390,20,16,12
462,466,1,29,2
131,154,15,10,6
932,939,24,19,7
373,394,5,1,9
1259,1286,17,15,18
1113,1130,13,22,12
891,899,2,20,22
493,506,24,28,1
965,982,3,5,5
693,717,15,29,29
998,1000,10,18,8
1109,1130,20,5,26
692,718,7,13,25
849,869,16,29,25
1264,1284,23,2,16
1392,1406,7,27,13
204,225,28,8,26
1246,1265,26,2,4
664,672,2,14,27
1328,1342,19,23,16
65,79,26,12,18
1310,1321,9,8,20
143,163,20,18,23
936,957,4,9,22
789,808,14,11,8
674,699,6,23,31
308,331,23,16,5
768,804,5,4,24
136,147,30,21,11
1025,1044,14,27,9
1230,1242,1,30,9
291,322,26,3,16
768,788,17,5,19
1370,1387,18,13,20
775,799,9,30,29
1375,1387,1,30,2
545,552,10,21,17
1171,1183,17,22,14
272,279,19,17,30
1374,1386,28,11,31
1152,1169,29,2,12
1179,1196,24,13,5
350,350,17,17,7
468,473,1,11,16
769,790,9,24,25
363,371,22,21,20
339,360,23,24,22
690,707,5,29,12
678,701,1,15,30
628,644,23,30,18
1036,1052,9,29,2
1418,1435,12,3,29
444,461,13,4,3
1402,1422,1,9,29
1100,1121,5,20,28
87,87,22,22,30
1276,1301,5,13,23
8,20,3,1,24
77,101,11,8,3
423,446,6,28,19
1028,1048,27,20,20
13,54,4,15,2
411,430,22,25,16
465,480,19,8,12
1015,1023,30,19,19
711,739,23,27,14
358,382,11,6,19
171,184,18,22,22
1094,1111,8,18,25
1076,1098,22,6,1
1146,1162,19,11,8
1439,1467,18,27,4
32,54,8,24,23
682,696,28,30,1
828,847,10,13,28
1180,1210,25,7,22
812,833,5,28,18
644,664,28,9,10
1085,1108,24,1,9
989,1013,30,3,21
1063,1089,10,4,10
915,926,14,26,24
492,507,19,8,14
739,778,16,15,4
1099,1117,14,29,13
678,690,19,19,30
151,172,22,20,19
788,830,11,7,7
1412,1412,29,29,2
582,602,26,18,8
11,23,1,25,16
79,102,28,6,7
530,530,17,17,11
555,579,30,3,8
1271,1295,14,4,8
1233,1271,8,15,7
193,236,6,7,16
1054,1090,5,4,27
987,1010,14,28,17
781,789,2,20,30
928,946,29,14,12
768,806,7,29,20
481,507,10,27,10
823,844,6,1,26
1146,1175,22,27,19
738,756,10,28,4
194,194,3,3,3
1199,1218,10,24,24
1256,1278,17,8,9
779,795,11,19,23
134,159,6,2,25
73,95,4,29,29
613,613,15,15,2
818,853,15,14,29
283,319,4,5,23
84,106,12,16,13
1361,1380,19,22,21
160,182,22,5,20
392,411,21,4,17
576,594,28,10,3
811,839,6,25,9
949,966,13,18,11
812,848,4,5,5
948,977,13,6,29
206,231,22,16,21
728,747,9,17,27
652,675,10,15,26
1290,1310,21,6,25
10,18,29,18,8
1060,1068,19,30,29
1344,1344,29,29,8
1233,1260,3,13,6
713,735,25,28,18
1298,1308,20,14,20
1202,1219,9,25,9
464,481,13,24,14
1153,1160,24,19,30
1218,1238,26,18,22
418,440,15,12,11
20,37,5,29,24
1343,1357,12,26,3
690,715,7,8,9
139,177,8,15,10
739,760,22,3,24
537,566,9,5,9
1084,1091,17,19,11
391,403,28,1,30
980,1012,4,6,10
1287,1307,26,1,10
1092,1111,13,10,29
831,859,27,23,16
1147,1162,1,2,21
1286,1302,19,11,9
492,517,18,15,11
507,529,17,3,26
137,156,23,14,25
1322,1354,15,5,22
137,154,21,19,11
1179,1197,19,1,13
1135,1155,1,26,13
992,1012,4,16,8
804,836,6,4,1
293,315,6,22,3
267,284,5,3,23
1272,1287,4,20,12
37,57,6,21,16
694,713,22,25,22
362,389,22,4,4
1289,1294,4,27,23
310,331,2,28,30
367,379,13,27,4
131,131,12,12,22
1418,1435,8,12,4
1177,1198,6,1,2
1371,1396,15,18,27
440,448,2,24,12
1365,1383,26,19,6
752,790,8,15,25
976,1000,8,20,5
1403,1422,16,8,31
1343,1350,19,17,27
406,425,22,19,17
574,581,23,1,20
1288,1306,1,19,15
1261,1270,11,10,17
1056,1070,21,2,1
927,949,15,21,3
483,501,13,11,26
1236,1260,30,3,18
868,892,17,6,10
1253,1273,9,1,22
897,921,11,6,23
883,920,1,7,26
830,862,5,8,3
979,995,26,29,19
1363,1382,14,11,14
133,160,5,10,5
227,251,29,15,7
1359,1370,14,9,16
499,533,30,7,29
3,22,6,12,9
386,386,26,26,9
404,428,6,11,18
910,934,6,17,12
735,761,10,4,3
819,834,16,18,5
1014,1021,10,23,26
472,491,22,25,6
253,274,28,2,29
193,211,10,3,4
646,657,8,9,12
884,905,2,28,10
596,619,5,11,28
1174,1199,24,4,29
317,338,24,26,11
128,171,22,7,11
490,513,4,2,31
300,332,4,6,14
1157,1165,2,20,29
1015,1030,18,16,23
1280,1296,25,18,19
308,337,5,9,13
208,229,24,29,7
181,190,11,18,7
148,164,18,25,31
1404,1412,14,2,16
698,721,28,6,18
91,101,18,14,18
1008,1021,5,30,24
394,416,11,9,12
929,953,30,26,10
444,468,17,6,2
529,547,9,18,27
927,968,15,4,27
1195,1207,13,29,19
230,241,9,14,10
768,780,22,11,5
1404,1436,28,7,21
1169,1189,4,16,1
946,970,14,4,15
782,803,25,17,25
1413,1419,18,1,15
685,685,12,12,17
602,632,9,7,29
99,118,26,21,1
1102,1113,11,17,12
714,731,19,6,11
716,734,18,3,30
1064,1064,28,28,7
739,754,3,15,4
1210,1222,10,12,6
808,832,25,3,25
401,401,9,9,27
134,153,11,14,11
1161,1168,6,5,29
436,455,24,7,16
123,141,30,14,13
391,412,2,28,3
793,805,13,16,9
1261,1283,8,24,13
351,371,21,6,29
1276,1303,13,3,31
508,524,4,17,20
27,31,11,21,12
1157,1186,7,14,11
1144,1159,30,11,19
202,221,17,9,28
495,512,8,18,12
741,773,5,15,1
984,997,16,30,3
1372,1386,9,2,13
298,328,4,3,20
1300,1329,22,15,12
508,523,5,12,2
48,80,6,4,15
1294,1309,30,24,27
1222,1254,24,3,14
1386,1442,7,15,9
843,874,26,3,3
1124,1133,10,11,6
977,995,16,28,4
1240,1259,22,25,28
962,979,2,29,18
790,809,10,13,13
693,729,26,15,1
1034,1053,21,26,19
523,526,16,2,26
422,424,23,11,25
1025,1055,25,5,13
939,947,30,20,10
1370,1380,24,24,23
826,833,29,11,18
1345,1361,14,1,1
1208,1231,28,14,7
822,835,23,22,4
1262,1278,19,20,24
180,190,24,24,19
1174,1189,1,2,24
476,494,15,11,12
1025,1058,25,15,14
637,661,15,29,15
1302,1319,13,22,15
209,230,9,4,19
278,295,16,10,21
7,27,5,17,19
738,738,12,12,29
612,628,1,13,29
283,305,10,20,12
0,27,5,10,29
360,380,9,28,12
52,63,17,23,15
487,513,4,10,28
407,431,3,25,18
80,110,15,19,24
641,664,2,4,15
217,222,11,1,12
366,381,4,20,29
1439,1458,20,1,28
920,943,5,11,5
1117,1137,27,28,19
353,369,23,13,22
162,179,25,23,2
1094,1111,29,2,18
690,708,18,2,8
149,149,9,9,1
1186,1207,17,25,7
268,292,16,5,3
1130,1149,1,20,26
12,29,19,21,27
1375,1387,29,13,8
699,721,26,25,16
985,1005,23,26,24
405,427,2,17,26
538,559,9,20,15
1080,1082,18,10,17
413,424,27,8,30
178,212,30,7,12
487,512,5,13,31
1157,1169,11,28,4
559,580,24,9,18
493,510,21,16,2
969,987,10,30,6
1086,1126,15,20,21
540,563,30,4,13
179,189,12,13,18
1209,1237,6,25,10
374,390,12,25,7
58,77,26,17,18
1392,1409,13,4,4
131,151,30,13,4
354,369,21,14,26
719,719,10,10,22
460,489,7,20,27
772,789,8,18,18
109,116,8,13,22
484,506,9,11,29
1177,1185,26,9,25
1142,1163,28,2,27
1023,1060,24,15,13
362,380,16,1,14
298,316,11,15,5
822,838,18,30,18
370,386,4,17,28
1218,1229,14,26,10
156,179,27,1,1
1411,1425,26,12,24
992,997,16,14,14
990,1010,21,5,17
234,258,6,11,10
137,148,14,9,25
1165,1184,7,4,27
902,931,14,7,9
42,60,18,2,25
115,147,6,8,19
186,205,20,21,11
925,948,1,24,2
401,404,16,2,10
613,619,28,12,14
691,718,7,2,23
1160,1179,12,6,14
166,189,1,24,27
611,628,13,18,23
987,1011,11,8,6
176,208,28,7,3
951,972,26,22,13
564,605,4,15,14
1302,1317,4,28,8
1294,1317,20,11,27
100,126,10,27,28
735,756,1,6,9
0,20,18,24,31
194,210,20,19,21
1346,1369,2,4,1
860,863,2,16,25
683,701,4,1,28
512,542,3,16,10
274,274,7,7,5
1380,1403,11,4,18
1019,1024,12,21,7
855,867,11,22,2
1197,1214,29,5,14
101,130,22,15,23
1295,1318,20,11,22
671,690,21,9,11
210,228,10,30,7
563,587,11,8,10
582,601,6,12,10
213,231,30,10,26
641,673,6,4,30
108,139,20,3,5
1436,1452,9,29,2
97,116,7,4,20
396,425,7,14,31
1357,1380,4,30,30
1143,1170,6,10,26
625,662,5,27,24
557,580,4,30,8
946,951,16,20,2
1005,1017,3,1,13
993,1011,11,2,9
1424,1439,13,2,23
847,869,21,8,27
1043,1080,6,27,18
891,904,22,18,7
1014,1019,22,29,10
588,596,30,29,19
213,227,27,7,7
1269,1301,5,15,10
292,300,10,1,24
114,133,17,16,20
243,267,24,6,23
1312,1333,9,20,28
91,103,23,28,31
644,661,20,13,18
43,72,22,27,8
413,422,11,10,24
624,626,12,29,20
894,910,8,4,12
1269,1287,14,29,7
1058,1080,28,25,31
1264,1294,27,25,17
741,743,11,23,23
1005,1024,17,16,10
86,96,21,17,6
1321,1344,22,14,24
1176,1191,10,22,14
94,109,21,14,20
207,218,17,11,21
226,282,7,15,11
107,123,9,10,17
822,841,21,26,19
241,264,30,4,12
339,369,16,3,16
681,709,6,25,23
680,699,11,14,13
206,228,21,8,31
800,827,2,27,31
1195,1219,18,4,14
670,676,12,23,10
175,198,15,10,20
1341,1357,30,2,25
620,630,24,14,7
478,492,8,14,19
6,16,12,18,20
1408,1427,20,21,16
369,391,9,11,5
589,608,6,12,4
243,275,5,8,10
160,170,20,20,13
1204,1225,22,9,30
253,265,16,19,23
1011,1033,2,17,29
813,845,8,6,12
1414,1450,15,2,22
517,535,18,2,27
1329,1372,7,6,11
521,540,12,6,27
407,427,18,20,9
4,8,11,21,30
725,741,9,10,23
428,449,8,28,13
246,285,15,16,19
1175,1183,26,27,21
299,319,16,4,29
594,629,27,3,18
988,1004,13,23,2
575,600,4,24,14
300,301,17,28,10
552,585,9,6,10
170,187,17,10,2
484,484,25,25,23
675,692,25,23,11
979,987,19,30,9
687,687,27,27,10
33,45,19,12,20
826,858,7,28,20
1022,1042,26,1,19
678,708,5,25,26
511,534,1,24,4
1195,1207,17,22,26
1173,1181,24,2,23
397,420,11,20,21
36,59,5,11,28
60,74,23,19,17
171,192,27,17,4
1173,1174,21,1,23
1141,1150,11,18,28
791,821,25,5,17
268,295,14,6,24
334,334,7,7,4
336,342,23,12,19
505,526,5,23,29
1107,1126,8,29,25
316,332,30,2,4
1225,1241,29,3,21
529,540,24,25,21
588,612,15,29,20
436,451,1,2,3
447,464,21,19,31
430,444,14,8,7
194,212,10,3,14
224,243,19,22,20
1113,1113,23,23,28
416,416,9,9,29
219,253,30,7,24
925,936,9,8,17
1300,1308,2,20,12
162,179,10,17,25
510,528,2,11,25
359,374,19,8,23
1005,1028,14,22,15
1259,1282,1,27,4
548,580,6,4,31
943,967,5,16,27
42,63,12,4,1
928,963,27,3,27
445,462,29,5,14
1046,1071,23,6,26
729,758,20,7,29
1303,1311,2,24,1
1037,1079,7,11,4
1041,1059,3,10,10
47,67,1,9,29
1099,1117,2,11,7
49,71,15,21,3
823,845,27,12,4
854,872,10,26,31
920,938,2,11,5
1424,1435,8,27,2
123,145,28,25,14
914,937,28,6,7
733,753,17,5,1
336,374,7,10,28
1375,1389,21,2,15
1399,1405,25,16,20
116,133,10,17,13
841,852,1,17,21
9,29,21,5,4
779,789,24,24,30
188,210,2,17,17
1412,1421,23,18,25
360,384,8,22,19
1372,1393,5,23,14
1201,1221,16,4,3
1230,1260,25,7,27
997,1012,8,19,16
742,766,6,17,23
1375,1396,1,5,10
1364,1383,24,5,27
650,672,15,12,7
116,133,18,13,7
1052,1084,28,7,21
24,35,17,23,2
740,762,6,16,18
835,835,3,3,1
1432,1461,5,9,16
121,142,22,20,6
1062,1083,3,22,1
832,849,29,2,17
1113,1125,19,12,13
981,1000,23,14,6
1045,1060,3,15,8
1340,1361,9,24,11
860,881,9,20,13
7,23,18,25,1
1163,1201,5,7,11
69,88,12,6,1
1078,1092,26,12,28
913,950,6,27,19
372,389,5,3,8
1040,1051,23,3,9
105,121,15,23,18
617,636,26,21,22
106,138,8,6,16
934,967,8,3,8
1113,1121,19,30,28
741,767,22,24,25
649,667,18,3,27
604,622,14,30,23
1180,1195,11,25,24
725,741,26,29,21
1296,1334,8,15,6
1320,1344,14,4,22
262,291,5,14,6
801,817,1,14,18
825,840,17,30,18
690,710,16,29,12
1239,1276,24,15,9
453,469,29,3,6
769,786,14,19,3
813,843,25,5,22
650,650,15,15,6
34,51,12,3,18
896,914,14,29,29
502,526,3,30,23
46,67,28,5,18
633,652,13,10,12
75,93,14,29,28
84,95,24,25,11
759,779,9,1,29
902,902,26,26,8
1219,1236,13,4,7
689,716,17,15,12
389,413,26,30,17
702,723,2,28,15
37,63,22,24,2
867,894,2,3,29
513,521,20,2,7
1211,1236,19,3,19
848,877,15,22,5
781,797,17,4,21
1023,1056,25,15,3
762,781,16,17,20
897,919,21,8,11
403,409,19,28,22
223,236,22,23,8
205,237,6,4,18
1336,1358,8,21,28
734,747,26,4,31
785,799,10,19,9
1263,1272,6,30,15
1133,1146,3,11,23
652,670,18,2,31
232,248,27,9,18
305,330,4,23,26
612,643,3,20,10
1014,1033,10,13,22
1161,1179,19,26,16
180,203,6,28,26
352,387,27,3,4
975,983,9,26,15
1086,1112,27,19,2
1415,1435,30,13,25
923,923,21,21,23
27,60,26,6,15
982,1000,10,28,31
1325,1339,30,28,5
286,307,16,11,8
563,587,7,16,4
1432,1455,11,20,10
68,72,1,29,17
211,211,17,17,2
1415,1431,19,11,22
369,380,25,20,9
577,595,28,16,20
930,952,21,15,31
1323,1343,1,9,5
44,93,7,3,6
250,264,27,7,8
178,201,1,15,17
447,447,17,17,8
190,197,21,10,27
108,114,1,12,12
55,76,9,24,21
1009,1047,29,7,5
529,556,14,6,9
355,367,13,29,22
1354,1383,24,27,10
1379,1379,11,11,28
606,625,17,9,17
688,720,3,24,17
746,768,6,16,19
166,187,29,24,29
1356,1365,18,11,19
269,287,2,11,9
935,946,11,17,1
702,717,18,16,18
1271,1282,25,24,22
660,693,3,8,19
385,400,21,14,26
18,53,15,14,17
708,718,30,12,1
1080,1100,10,2,17
759,777,18,9,22
308,319,17,23,14
465,480,4,28,27
581,600,21,20,5
44,63,8,29,26
663,683,28,9,6
819,841,21,8,11
151,177,7,13,14
241,260,4,21,18
848,861,11,3,7
37,53,17,4,25
997,1016,13,10,12
613,631,14,30,11
275,303,27,18,11
1307,1330,24,1,8
1334,1343,6,30,1
1048,1071,2,4,22
1356,1367,21,30,10
977,1004,4,22,15
1253,1269,14,1,14
1110,1142,7,28,30
605,628,6,28,28
50,62,13,27,26
1236,1275,16,15,17
734,734,27,27,22
1035,1073,15,8,11
1406,1428,21,24,25
1268,1292,6,3,14
1109,1138,5,9,1
1127,1146,11,14,13
986,1012,19,9,27
1141,1152,30,21,30
1089,1089,15,15,18
229,242,3,21,29
1312,1333,19,5,24
1041,1056,2,1,23
1037,1049,28,1,4
456,475,12,24,16
1146,1164,28,10,9
1078,1096,25,10,7
517,546,27,22,7
323,345,24,21,8
356,385,27,22,13
1113,1134,9,22,6
780,802,4,29,10
464,489,8,25,27
1261,1280,29,8,30
1091,1113,25,26,31
460,471,3,23,3
471,495,11,8,24
1000,1015,24,30,7
1166,1177,17,1,1
341,380,7,18,31
164,186,20,28,20
760,774,12,26,20
1328,1333,20,16,6
69,91,28,20,11
1219,1230,27,8,17
115,122,5,6,10
624,636,11,22,1
1236,1269,25,15,17
179,200,5,1,28
1370,1373,21,29,26
850,866,4,17,1
192,210,19,25,14
715,735,9,1,1
166,182,1,14,3
975,980,12,17,15
295,316,17,25,6
275,284,10,11,15
221,236,13,2,26
1142,1160,28,10,8
267,280,28,24,4
781,802,4,9,13
1003,1028,7,8,20
1063,1102,18,7,4
438,449,17,1,8
623,647,4,14,12
819,835,25,12,10
1250,1272,21,8,2
300,320,23,2,31
381,406,13,5,24
716,716,4,4,5
95,123,27,23,21
799,806,17,19,6
20,42,26,7,2
200,232,6,4,29
1297,1319,28,20,27
961,1004,7,6,20
921,933,28,23,4
1398,1433,3,27,2
344,363,12,24,11
621,636,30,24,16
749,772,10,15,21
184,203,14,23,24
44,60,18,19,22
6,11,27,4,7
759,777,18,3,30
271,292,1,5,3
219,237,16,1,21
672,709,7,1,3
967,991,4,18,16
795,822,6,10,13
205,237,30,15,1
240,262,16,12,1
844,876,6,4,19
1114,1126,1,28,3
575,597,2,22,25
566,582,9,16,28
912,939,10,5,9
911,926,22,10,12
782,793,20,25,11
864,877,28,24,28
528,544,8,4,4
1118,1118,1,1,26
304,324,24,18,18
640,661,12,4,20
503,510,10,21,29
84,105,22,26,10
819,839,26,23,29
708,735,10,5,20
149,159,21,17,25
1409,1426,17,10,9
485,509,17,6,20
891,891,28,28,21
1081,1089,12,11,25
635,658,28,3,18
215,230,10,22,16
111,113,12,29,21
684,703,17,9,15
289,308,20,1,18
915,936,23,5,21
521,537,30,23,21
187,197,14,18,1
80,102,12,16,11
990,1014,30,26,22
868,891,14,22,9
816,838,21,15,18
1080,1093,4,26,17
587,610,1,15,3
1130,1142,23,28,12
662,685,22,14,24
877,892,19,2,26
1222,1239,19,21,19
946,972,7,19,9
737,757,1,9,18
613,645,6,8,20
525,533,29,18,20
201,217,27,9,2
519,541,22,6,18
738,755,17,10,2
775,813,8,15,15
19,24,16,20,17
1395,1424,26,5,28
442,474,28,7,31
1198,1210,30,1,9
1174,1189,16,18,7
184,203,8,29,19
1088,1105,10,16,19
1285,1299,19,10,14
1037,1080,7,22,25
870,882,28,23,11
1284,1304,26,28,4
502,523,23,5,5
836,839,25,2,9
1083,1085,11,23,16
654,672,1,16,19
330,346,9,10,8
724,741,13,4,24
30,59,27,24,15
298,319,23,5,28
247,253,12,1,1
934,939,1,11,4
284,284,11,11,24
1206,1228,8,23,12
665,707,11,7,3
1107,1113,12,28,2
477,498,20,22,13
558,577,4,21,5
49,61,3,1,9
1349,1368,8,29,6
808,815,8,13,30
1382,1394,28,1,20
625,666,4,15,21
381,400,30,25,26
171,182,1,17,1
1309,1312,21,29,7
1124,1146,11,26,2
770,782,22,11,16
1236,1254,16,1,5
806,816,20,20,23
458,478,26,28,11
833,840,19,17,12
160,189,6,13,17
1019,1048,5,9,20
1368,1386,10,3,18
634,667,6,9,2
415,418,2,16,5
541,558,4,13,2
107,127,20,27,13
1108,1149,4,15,21
452,481,5,26,10
1414,1437,14,22,10
1074,1098,18,4,13
1027,1049,8,17,7
346,357,14,25,2
1386,1410,11,6,30
798,814,30,18,9
728,766,7,21,3
1272,1287,25,11,29
385,399,2,9,3
741,768,2,27,29
926,959,17,7,2
1411,1425,27,7,18
1013,1021,20,2,6
616,620,1,29,6
969,993,29,27,17
832,840,28,29,18
882,893,28,21,31
1381,1403,17,14,6
467,487,24,18,3
670,675,20,16,15
1429,1435,1,18,9
1360,1387,2,27,9
303,314,17,23,31
457,480,22,14,18
614,624,30,12,3
141,164,11,24,15
989,1008,21,9,12
784,799,30,17,18
1006,1020,19,23,24
237,262,8,25,29
797,810,18,22,17
329,346,22,13,3
487,492,22,29,18
1016,1034,18,2,26
1091,1106,17,13,21
488,501,30,22,2
340,360,21,5,5
672,690,11,13,19
1184,1208,3,6,9
1019,1060,15,4,22
854,867,24,28,2
834,874,20,15,12
117,136,22,25,17
329,339,30,12,10
889,895,1,12,2
903,921,11,13,21
119,140,16,11,11
1416,1432,16,9,5
369,389,6,21,2
964,975,3,23,8
1118,1135,20,6,24
913,936,16,23,20
326,348,6,22,15
57,75,9,18,7
1154,1162,21,22,28
1223,1242,14,23,31
317,331,28,30,24
637,675,10,7,24
27,51,29,15,10
959,984,2,6,1
350,371,28,2,24
902,915,5,30,5
776,793,19,6,26
26,45,21,26,23
834,847,30,22,22
1029,1053,30,9,30
126,138,22,11,26
723,752,14,5,25
1417,1439,17,3,1
635,657,17,2,3
1243,1262,9,21,30
1329,1358,5,9,25
779,792,28,22,21
677,702,13,5,24
768,792,30,9,15
1252,1269,21,19,9
716,734,11,2,9
1007,1029,15,12,29
566,584,30,10,14
896,908,10,14,29
1414,1427,24,28,17
915,933,1,19,3
420,437,25,23,11
567,604,5,27,22
825,843,30,14,30
1270,1294,8,11,8
1427,1451,15,29,12
274,298,22,8,11
655,676,20,26,23
1009,1025,2,30,5
1412,1413,21,1,3
882,900,30,14,30
1029,1085,15,7,17
196,217,17,25,2
530,539,11,18,7
415,430,21,13,9
883,898,1,2,24
790,822,7,28,18
190,193,2,16,16
1036,1058,11,9,26
552,568,13,28,15
206,210,13,9,15
926,939,3,21,1
824,848,3,6,31
1053,1072,12,24,16
243,251,29,23,21
600,613,18,22,24
251,251,14,14,12
1125,1128,16,2,4
1394,1416,15,12,28
424,438,23,19,10
813,841,28,15,9
111,123,1,28,25
188,209,29,24,18
580,595,20,4,11
78,83,22,29,5
1332,1339,13,14,9
147,175,15,28,5
425,446,24,29,3
183,202,14,27,1
113,130,19,6,19
178,206,15,28,7
1423,1441,9,18,22
319,341,17,14,4
46,69,3,28,1
1362,1374,1,30,7
1409,1418,6,30,29
200,236,26,15,1
1103,1124,19,5,24
296,313,2,29,30
1289,1289,16,16,9
1137,1159,24,8,22
43,70,2,5,13
802,804,11,23,24
1383,1408,3,19,16
522,549,3,2,8
582,605,8,1,24
670,675,14,16,26
988,1013,13,5,31
273,306,9,6,22
1392,1395,16,2,20
71,81,18,12,10
765,782,5,3,15
613,626,16,30,1
917,932,30,11,9
624,650,22,24,9
1289,1302,28,22,5
840,864,18,4,27
1153,1174,9,22,22
418,428,10,29,6
811,835,29,15,31
509,525,17,4,31
1049,1081,5,15,27
900,921,9,24,19
654,661,17,19,21
166,185,21,26,14
91,100,10,11,22
261,281,5,21,27
1179,1195,29,20,29
756,773,21,16,7
836,850,27,7,15
271,278,29,17,23
149,168,9,21,26
12,29,13,4,2
1153,1174,9,22,2
652,669,29,5,9
425,444,21,20,14
1310,1310,15,15,11
1153,1180,2,27,23
968,994,27,10,15
845,860,14,21,16
757,757,17,17,13
1058,1068,12,13,28
164,184,18,24,25
987,1007,1,9,14
1165,1194,27,24,12
611,629,10,30,26
1047,1060,5,30,2
277,290,24,28,1
44,71,2,3,23
561,570,11,10,29
941,948,17,19,12
993,1008,13,21,10
425,467,11,7,18
194,215,2,28,1
832,870,10,7,25
292,316,20,8,3
654,686,6,4,22
1174,1174,3,3,9
1018,1029,17,11,7
1077,1101,4,18,4
975,994,21,26,29
299,320,17,25,9
1340,1367,2,3,31
1314,1317,29,21,7
1217,1234,8,12,3
491,509,10,30,1
622,634,25,1,5
660,691,3,9,28
238,249,17,1,21
472,498,19,9,19
533,551,16,28,6
882,919,7,1,1
498,514,15,23,29
532,553,23,5,25
154,176,26,11,1
1316,1328,16,19,29
102,123,25,17,12
817,837,23,26,2
163,185,24,8,9
207,210,16,2,5
1423,1442,14,27,30
1283,1286,29,21,25
796,809,22,30,13
787,804,10,16,24
172,195,11,5,8
65,89,24,6,21
408,428,28,9,4
1271,1290,14,23,28
761,771,20,20,8
561,577,1,14,8
35,50,18,17,24
982,994,16,19,18
351,393,7,11,17
753,762,10,11,8
236,263,2,3,20
180,200,28,26,24
697,733,4,5,31
1090,1098,19,30,22
1410,1422,1,28,18
1268,1289,24,29,24
841,861,9,23,13
571,585,12,26,24
911,935,27,21,28
899,917,18,3,4
560,566,1,12,6
578,598,18,24,7
259,274,18,16,30
201,211,14,18,22
1211,1224,26,4,13
1397,1416,17,9,22
306,324,18,9,27
118,118,4,4,27
125,141,3,29,3
954,972,14,30,17
50,60,20,14,20
749,778,5,14,23
340,365,2,6,21
789,814,23,4,26
1120,1134,19,29,29
886,914,3,14,14
390,410,30,13,7
900,911,21,30,21
848,867,4,7,1
815,830,8,10,15
410,411,1,21,28
694,694,26,26,7
1077,1090,21,3,23
837,869,24,3,6
870,892,21,24,10
1188,1199,17,1,11
673,708,27,3,13
970,999,6,13,11
1433,1454,20,26,9
233,252,11,14,8
714,735,27,17,25
279,300,26,22,14
1237,1265,15,28,20
1263,1268,24,16,19
844,876,5,15,25
825,868,7,6,1
630,656,9,19,6
238,244,12,1,2
22,22,29,29,5
729,737,26,27,29
888,903,4,28,16
362,387,25,8,23
1173,1194,19,5,20
720,735,8,10,14
1097,1111,19,29,2
456,474,18,2,24
1306,1329,27,1,1
1249,1249,9,9,4
92,103,25,21,25
715,728,30,22,25
6,44,15,8,17
565,572,17,29,26
1170,1182,14,10,4
928,942,9,2,26
368,384,20,29,27
560,581,22,3,30
475,497,21,8,17
1437,1453,9,16,27
1112,1137,24,4,19
451,457,12,28,4
1035,1043,30,20,26
543,575,3,24,9
808,844,2,15,18
1369,1389,2,10,1
769,782,28,24,3
58,80,3,17,6
1189,1227,5,7,12
1077,1104,6,14,18
405,416,23,17,28
69,92,1,8,25
96,117,28,5,14
960,978,1,19,2
423,455,4,6,6
274,302,3,14,26
1437,1477,15,20,20
232,260,11,27,30
768,792,30,3,20
3,43,7,23,5
222,258,15,26,12
649,669,18,26,12
262,281,24,10,21
1119,1119,17,17,5
995,1023,3,14,13
60,89,5,26,3
542,564,26,11,7
1263,1289,22,24,10
802,821,4,7,5
504,526,27,12,27
398,436,5,7,7
1153,1155,10,18,18
99,122,11,4,23
1116,1148,15,13,11
532,552,20,18,20
1198,1210,19,16,10
75,83,30,29,25
714,738,21,27,18
583,607,11,6,6
17,29,29,13,27
483,493,29,10,16
648,674,7,19,20
541,549,20,2,27
776,795,7,4,17
93,94,1,21,13
649,656,12,22,15
303,331,23,27,29
536,563,14,6,19
536,558,20,28,26
1406,1423,6,20,8
660,679,11,14,5
1083,1092,10,11,2
1435,1450,24,30,24
886,908,22,6,2
825,841,30,23,16
502,505,26,8,15
516,531,18,17,13
648,651,21,29,22
678,711,26,6,23
1016,1031,13,2,11
756,775,21,9,25
903,942,16,15,24
293,310,3,12,27
718,759,15,4,29
1114,1140,24,22,21
1121,1125,26,13,18
828,849,22,26,16
1159,1190,3,20,20
965,988,4,2,6
1280,1301,5,23,19
442,474,4,6,15
1308,1325,13,22,28
1352,1379,7,2,26
95,102,23,10,23
754,768,26,12,16
48,83,15,14,10
1407,1425,10,30,25
1093,1132,15,16,23
720,739,25,30,27
384,404,27,28,3
1010,1046,15,9,16
521,521,29,29,9
190,211,6,1,21
443,486,6,7,13
954,973,8,29,5
1181,1189,2,14,7
789,789,9,9,13
112,144,13,15,31
308,335,17,15,15
879,896,13,4,20
786,808,24,8,10
814,823,22,1,3
746,772,19,7,1
661,685,3,30,20
24,36,30,1,29
873,929,7,15,8
1214,1219,20,16,25
179,201,8,23,11
562,578,4,17,17
607,620,22,23,11
837,839,23,11,11
950,956,19,28,26
967,986,11,14,1
515,539,3,25,30
542,547,12,21,15
1010,1026,23,13,16
1371,1386,21,14,3
421,447,10,4,4
323,338,30,17,25
380,398,16,28,6
507,540,15,25,20
44,65,6,1,8
1193,1222,6,13,26
1407,1431,15,29,4
999,1014,10,22,16
1253,1270,10,16,27
572,586,29,19,14
894,917,5,11,11
385,404,1,20,10
454,470,25,18,10
1413,1413,13,13,28
1346,1389,6,7,15
1305,1319,9,2,18
862,890,25,6,30
